slug	source_id	source_type	url	title_zh	audited_date	precision	verification_status	evidence_locator	accessed_at	note
guangzhou-haizhu-lockdown-protests	ghz-s4	institutional-public municipal-transport-control-record	https://www.gz.gov.cn/guangzhouinternational/home/citynews/content/post_8659078.html	廣州市政府：海珠區11月8日至11日延續公共交通停運與臨時交通管制	2022-11-08	day	VERIFIED_SOURCE_DATE	https://www.gz.gov.cn/guangzhouinternational/home/citynews/content/post_8659078.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guangzhou-haizhu-lockdown-protests	ghz-s5	independent-media overseas-media	https://www.theguardian.com/world/2022/nov/15/covid-curbs-fuel-unrest-in-southern-chinese-city-video-shows	《衛報》：移工街區與衝破封控障礙的抗議	2022-11-15	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2022/nov/15/covid-curbs-fuel-unrest-in-southern-chinese-city-video-shows | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guangzhou-haizhu-lockdown-protests	ghz-s6	independent-media overseas-media	https://www.theguardian.com/world/2022/nov/29/china-police-move-to-deter-zero-covid-demonstrations-and-trace-protesters	《衛報》：警方阻止示威並追蹤參與者	2022-11-29	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2022/nov/29/china-police-move-to-deter-zero-covid-demonstrations-and-trace-protesters | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guangzhou-haizhu-lockdown-protests	ghz-s7	independent-media censorship-record	https://www.theguardian.com/world/2022/dec/02/china-brings-in-emergency-level-censorship-over-zero-covid-protests	《衛報》：抗議後的一級網絡審查、追蹤與詢問	2022-12-02	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2022/dec/02/china-brings-in-emergency-level-censorship-over-zero-covid-protests | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guiyang-quarantine-bus-crash	gqb-s1	institutional-public overseas-media	https://www.gmanetwork.com/news/topstories/world/845263/27-people-killed-in-china-quarantine-bus-crash/story/	Reuters轉引：事故與轉運信息	2022-09-18	day	VERIFIED_SOURCE_DATE	https://www.gmanetwork.com/news/topstories/world/845263/27-people-killed-in-china-quarantine-bus-crash/story/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guiyang-quarantine-bus-crash	gqb-s2	overseas-media	https://www.aljazeera.com/news/2022/9/18/twenty-seven-people-killed-in-china-bus-crash	Al Jazeera：事故背景與公共反應	2022-09-18	day	VERIFIED_SOURCE_DATE	https://www.aljazeera.com/news/2022/9/18/twenty-seven-people-killed-in-china-bus-crash | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guiyang-quarantine-bus-crash	gqb-s3	institutional-public	https://www.gzxw.gov.cn/tt/7878	Guizhou authorities: rescue, medical treatment, investigation and aftercare teams established	2022-09-18	day	VERIFIED_SOURCE_DATE	https://www.gzxw.gov.cn/tt/7878 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
guiyang-quarantine-bus-crash	gqb-s4	affected-person-material independent-media	https://theinitium.com/20220920-mainland-zero-covid-policy-guiyang-quarantine-story-zh-hans/	端傳媒：隔離居民自述與強制轉運環境	2022-09-20	day	VERIFIED_SOURCE_DATE	https://theinitium.com/20220920-mainland-zero-covid-policy-guiyang-quarantine-story-zh-hans/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
henan-bank-depositor-protests	hbd-s1	affected-person-material independent-media	https://www.investing.com/news/economy/china-bank-protest-stopped-by-health-codes-turning-red-depositors-say-2836815	Reuters：儲戶紅碼陳述	2022-06-14	day	MANUAL_REVIEW_REQUIRED	https://www.investing.com/news/economy/china-bank-protest-stopped-by-health-codes-turning-red-depositors-say-2836815 | publication marker, document metadata, or bibliographic record	2026-07-15	HTTP 403 during the final direct-link audit
henan-bank-depositor-protests	hbd-s2	independent-media eyewitness-and-video-report	https://www.theguardian.com/world/2022/jul/11/china-violent-clashes-at-protest-over-frozen-rural-bank-accounts	衛報：河南凍結存款抗議遭暴力驅散	2022-07-12	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2022/jul/11/china-violent-clashes-at-protest-over-frozen-rural-bank-accounts | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
henan-bank-depositor-protests	hbd-s3	independent-media regulator-notice-report	https://indianexpress.com/article/world/china-two-provinces-bank-deposit-protests-repayments-8023992/	印度快報：河南、安徽分批向部分村鎮銀行客戶墊付	2022-07-12	day	VERIFIED_SOURCE_DATE	https://indianexpress.com/article/world/china-two-provinces-bank-deposit-protests-repayments-8023992/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
henan-bank-depositor-protests	hbd-s4	institutional-public	https://www.lzxq.gov.cn/system/2022/06/23/030579873.shtml	Zhengzhou inquiry: five officials disciplined over red health codes for rural-bank depositors	2022-06-23	day	VERIFIED_SOURCE_DATE	https://www.lzxq.gov.cn/system/2022/06/23/030579873.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-12	s1	human-rights-organization urgent-action	https://www.amnesty.org/en/documents/asa17/3075/2020/en/	Amnesty International — 中國：12名香港人在中國被單獨監禁	2020-09-17	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/documents/asa17/3075/2020/en/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-12	s2	human-rights-organization incommunicado-case-report	https://www.hrw.org/news/2020/09/28/china-12-hong-kong-protesters-held-incommunicado	Human Rights Watch — 中國：12名香港抗議者被單獨監禁	2020-09-28	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2020/09/28/china-12-hong-kong-protesters-held-incommunicado | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-12	s3	overseas-media trial-report	https://www.aljazeera.com/news/2020/12/28/ten-of-hong-kong-12-set-to	Al Jazeera — 中國：開始審判海上被扣的「香港12人」中的10人	2020-12-28	day	VERIFIED_SOURCE_DATE	https://www.aljazeera.com/news/2020/12/28/ten-of-hong-kong-12-set-to | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-12	s4	overseas-media sentencing-report	https://www.aljazeera.com/news/2020/12/30/china-jails-10-hong-kong-activists-for-illegal-border-crossing	半島電視台：十名香港活動人士被判刑，兩名未成年人被遣返	2020-12-30	day	VERIFIED_SOURCE_DATE	https://www.aljazeera.com/news/2020/12/30/china-jails-10-hong-kong-activists-for-illegal-border-crossing | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-12	s5	human-rights-organization advocacy-case-dossier	https://www.hongkongwatch.org/all-posts/2020/10/14/the-campaign-to-save-the-12-hong-kong-youths	Hong Kong Watch — 拯救12位香港青少年的行動	2020-10-14	day	VERIFIED_SOURCE_DATE	https://www.hongkongwatch.org/all-posts/2020/10/14/the-campaign-to-save-the-12-hong-kong-youths | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-47	s1	institutional-public	https://www.info.gov.hk/gia/general/202101/06/P2021010600675.htm	Hong Kong Government Information Services — 香港特區政府不會容忍任何顛覆國家政權的罪行	2021-01-06	day	VERIFIED_SOURCE_DATE	https://www.info.gov.hk/gia/general/202101/06/P2021010600675.htm | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-47	s2	human-rights-organization	https://www.hrw.org/news/2021/03/02/hong-kong-47-charged-under-abusive-security-law	Human Rights Watch — 香港：47 人被控濫用國安法	2021-03-02	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2021/03/02/hong-kong-47-charged-under-abusive-security-law | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-47	s3	human-rights-organization	https://www.hrw.org/news/2022/08/22/hong-kong-47-lawmakers-activists-face-unfair-trial	Human Rights Watch — 香港：47名立法會議員、活動人士面臨不公平審判	2022-08-22	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2022/08/22/hong-kong-47-lawmakers-activists-face-unfair-trial | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hk-47	s4	court-document	https://legalref.judiciary.hk/lrs/common/ju/ju_frame.jsp?DIS=160373&currpage=T	Hong Kong Judiciary — 香港特別行政區訴吳政亨等人	2024-05-30	day	VERIFIED_SOURCE_DATE	https://legalref.judiciary.hk/lrs/common/ju/ju_frame.jsp?DIS=160373&currpage=T | judgment heading, neutral citation [2024] HKCFI 1468, HCCC 69/2022, and reasons-for-verdict date	2026-07-15	Corrected an unrelated non-refoulement judgment URL; retained the verified 2024-05-30 reasons-for-verdict date for the Hong Kong 47 judgment.
hk-47	s5	overseas-media	https://apnews.com/article/1ed13be76fa4918d83f7d3e498f2f543	Associated Press — 香港最大國家安全案 45名民主活動人士被判入獄4至10年	2024-11-19	day	VERIFIED_SOURCE_DATE	https://apnews.com/article/1ed13be76fa4918d83f7d3e498f2f543 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hong-kong-update-2026	hku-s1	human-rights-organization annual-rights-report	https://www.amnesty.org/en/location/asia-and-the-pacific/east-asia/hong-kong/report-hong-kong/	Amnesty International, Hong Kong 2025	2026-04	month	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/location/asia-and-the-pacific/east-asia/hong-kong/report-hong-kong/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hong-kong-update-2026	hku-s2	human-rights-organization country-retrospective	https://www.hrw.org/news/2026/06/29/hong-kong-beijing-tightens-social-control	Human Rights Watch, Hong Kong: Beijing Tightens Social Control	2026-06-29	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2026/06/29/hong-kong-beijing-tightens-social-control | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
hong-kong-update-2026	hku-s3	human-rights-organization verdict-case-report	https://www.hrw.org/news/2025/12/15/hong-kong-jimmy-lai-convicted-on-bogus-national-security-charges	Human Rights Watch, Hong Kong: Jimmy Lai Convicted on Bogus National Security Charges	2025-12-15	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2025/12/15/hong-kong-jimmy-lai-convicted-on-bogus-national-security-charges | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
